student_id,topic_id,subject,grade,ability,diligence,difficulty,learned_on,R0,lambda_true,threshold,t_threshold_days,next_review_date
S006,T032,Math,7,0.6710749381367681,0.5304841491569,0.4142303469965156,2023-05-05,0.8855839058554041,0.039152911416782246,0.6,9.943514767408455,2023-05-15
S006,T033,Math,7,0.6710749381367681,0.5304841491569,0.5384550976132614,2023-04-23,0.8607389557320549,0.044923854000988056,0.6,8.032739486910746,2023-05-02
S006,T036,Math,7,0.6710749381367681,0.5304841491569,0.6259457357623512,2023-02-03,0.843240828102237,0.04898828920337084,0.6,6.947026470158044,2023-02-10
S006,T048,Math,7,0.6710749381367681,0.5304841491569,0.5726037616248777,2023-03-22,0.8539092229297317,0.046510252672428073,0.6,7.58747192952921,2023-03-30
S007,T001,Chemistry,6,0.4213044754196027,0.902502568658667,0.5341543342568963,2023-03-14,0.7616909233164618,0.04449058447820761,0.6,5.363184335301541,2023-03-20
S007,T012,Math,6,0.4213044754196027,0.902502568658667,0.36038519862874197,2023-02-05,0.7964447504420926,0.0364601663603244,0.6,7.768151782630629,2023-02-13
S007,T013,Chemistry,6,0.4213044754196027,0.902502568658667,0.40772158707475514,2023-06-04,0.78697747275289,0.038647729704285885,0.6,7.019040204043888,2023-06-12
S007,T023,Math,6,0.4213044754196027,0.902502568658667,0.5861978284086942,2023-05-05,0.7512822244861023,0.046895677976795704,0.6,4.7947216866176605,2023-05-10
S007,T025,Math,6,0.4213044754196027,0.902502568658667,0.7489946679324371,2023-04-09,0.7187228565813536,0.054419031792879116,0.6,3.317702749896313,2023-04-13
S007,T034,Physics,6,0.4213044754196027,0.902502568658667,0.6591772338546266,2023-01-24,0.7366863433969157,0.05026828576244672,0.6,4.08274437155553,2023-01-29
S007,T038,Chemistry,6,0.4213044754196027,0.902502568658667,0.6016361742725164,2023-05-04,0.7481945553133378,0.04760913248001819,0.6,4.63636655670916,2023-05-09
S007,T039,Math,6,0.4213044754196027,0.902502568658667,0.5060518056476833,2023-06-02,0.7673114290383044,0.04319187827191863,0.6,5.694660867597513,2023-06-08
S007,T041,Math,6,0.4213044754196027,0.902502568658667,0.7641046880064353,2023-02-09,0.715700852566554,0.05511731332904021,0.6,3.1992238030463116,2023-02-13
S007,T043,Math,6,0.4213044754196027,0.902502568658667,0.6575320125729744,2023-04-30,0.7370153876532461,0.05019225491415857,0.6,4.097825767674002,2023-05-05
S007,T046,Chemistry,6,0.4213044754196027,0.902502568658667,0.7676272263960915,2023-02-01,0.7149963448886227,0.055280100903502036,0.6,3.171987253189006,2023-02-05
S007,T050,Chemistry,6,0.4213044754196027,0.902502568658667,0.5228042285646641,2023-05-14,0.7639609444549083,0.0439660604074553,0.6,5.494852406183001,2023-05-20
S008,T001,Chemistry,11,0.6984830412950744,0.9072663392520943,0.5341543342568963,2023-03-22,0.8725623496666506,0.03936728053659392,0.6,9.513089350814896,2023-04-01
S008,T002,Math,11,0.6984830412950744,0.9072663392520943,0.1903238767842207,2023-04-24,0.9413284411611856,0.025307544525596623,0.6,17.79558096571305,2023-05-12
S008,T004,Math,11,0.6984830412950744,0.9072663392520943,0.6123679256616388,2023-03-04,0.856919631385702,0.04256554998516387,0.6,8.37330846412536,2023-03-13
S008,T006,Chemistry,11,0.6984830412950744,0.9072663392520943,0.05,2023-04-18,0.9693932165180298,0.019569493632351817,0.6,24.5147206961324,2023-05-13
S008,T026,Chemistry,11,0.6984830412950744,0.9072663392520943,0.7336654550008684,2023-04-06,0.8326601255178562,0.047525585387005194,0.6,6.8951468653957715,2023-04-13
S008,T029,Physics,11,0.6984830412950744,0.9072663392520943,0.8940176758141973,2023-06-25,0.8005896813551904,0.054082624894163225,0.6,5.332930921606626,2023-07-01
S008,T039,Math,11,0.6984830412950744,0.9072663392520943,0.5060518056476833,2023-02-17,0.8781828553884932,0.038218126571609785,0.6,9.967133777785014,2023-02-27
S008,T043,Math,11,0.6984830412950744,0.9072663392520943,0.6575320125729744,2023-05-07,0.8478868140034349,0.044412376307121054,0.6,7.786511922337768,2023-05-15
S008,T044,Math,11,0.6984830412950744,0.9072663392520943,0.6762110936159618,2023-02-22,0.8441509977948375,0.045176191561659106,0.6,7.5571162356988655,2023-03-02
S008,T046,Chemistry,11,0.6984830412950744,0.9072663392520943,0.7676272263960915,2023-01-07,0.8258677712388115,0.04891433245668742,0.6,6.5319305446326,2023-01-14
S009,T006,Chemistry,10,0.4537977494659018,0.3105911799328172,0.05,2023-02-23,0.8715190997863607,0.02599116698242842,0.6,14.362884350186748,2023-03-10
S009,T009,Math,10,0.4537977494659018,0.3105911799328172,0.749472907012753,2023-03-10,0.73162451838381,0.06397947142450951,0.6,3.1000220804605183,2023-03-14
S009,T014,Math,10,0.4537977494659018,0.3105911799328172,0.8945256436960216,2023-05-29,0.7026139710471564,0.07185727121637558,0.6,2.1971049905794153,2023-06-01
S009,T017,Physics,10,0.4537977494659018,0.3105911799328172,0.7566121915239759,2023-04-11,0.7301966614815655,0.06436720526064796,0.6,3.050998425974795,2023-04-15
S009,T018,Math,10,0.4537977494659018,0.3105911799328172,0.6392227398350688,2023-01-04,0.753674551819347,0.05799179574251223,0.6,3.932125015388637,2023-01-08
S009,T020,Math,10,0.4537977494659018,0.3105911799328172,0.6156929804439206,2023-01-16,0.7583805036975766,0.056713896835723615,0.6,4.130479499988364,2023-01-21
S009,T032,Math,10,0.4537977494659018,0.3105911799328172,0.4142303469965156,2023-02-18,0.7986730303870576,0.04577248112630304,0.6,6.248776037734844,2023-02-25
S009,T041,Math,10,0.4537977494659018,0.3105911799328172,0.7641046880064353,2023-05-06,0.7286981621850737,0.06477412200403183,0.6,3.000117043636739,2023-05-10
S009,T042,Math,10,0.4537977494659018,0.3105911799328172,0.3290305932753414,2023-04-15,0.8157129811312924,0.04114529092307865,0.6,7.464594177687355,2023-04-23
S009,T046,Chemistry,10,0.4537977494659018,0.3105911799328172,0.7676272263960915,2023-05-07,0.7279936545071424,0.06496543071579691,0.6,2.9763933599102788,2023-05-10
S009,T048,Math,10,0.4537977494659018,0.3105911799328172,0.5726037616248777,2023-02-12,0.7669983474613852,0.05437372562071555,0.6,4.516059710774104,2023-02-17
S010,T001,Chemistry,10,0.7180626905613677,0.3745433386218656,0.5341543342568963,2023-03-03,0.8803942093731678,0.045729711951037394,0.6,8.384923079265866,2023-03-12
S010,T002,Math,10,0.7180626905613677,0.3745433386218656,0.1903238767842207,2023-02-14,0.9491603008677029,0.029397680143737906,0.6,15.601504691797366,2023-03-02
S010,T018,Math,10,0.7180626905613677,0.3745433386218656,0.6392227398350688,2023-02-02,0.8593805282575333,0.05072048721410824,0.6,7.083570727208148,2023-02-10
S010,T025,Math,10,0.7180626905613677,0.3745433386218656,0.7489946679324371,2023-02-22,0.8374261426380596,0.05593468096067964,0.6,5.960584935378682,2023-02-28
S010,T027,Math,10,0.7180626905613677,0.3745433386218656,0.6649714399652533,2023-05-13,0.8542307882314963,0.05194355684154579,0.6,6.801069610454038,2023-05-20
S010,T032,Math,10,0.7180626905613677,0.3745433386218656,0.4142303469965156,2023-06-19,0.904379006825244,0.04003329288219918,0.6,10.249440980488913,2023-06-30
S010,T037,Chemistry,10,0.7180626905613677,0.3745433386218656,0.8104680284305565,2023-03-15,0.8251314705384357,0.05885468079529774,0.6,5.413555427459287,2023-03-21
S010,T038,Chemistry,10,0.7180626905613677,0.3745433386218656,0.6016361742725164,2023-03-23,0.8668978413700438,0.04893511604947388,0.6,7.519987982185072,2023-03-31
S010,T040,Chemistry,10,0.7180626905613677,0.3745433386218656,0.6935356902919043,2023-04-01,0.8485179381661662,0.053300365799994746,0.6,6.5020486269778335,2023-04-08
S010,T043,Math,10,0.7180626905613677,0.3745433386218656,0.6575320125729744,2023-06-24,0.8557186737099521,0.05159018219960194,0.6,6.881387108230887,2023-07-01
S010,T045,Math,10,0.7180626905613677,0.3745433386218656,0.4964385693952015,2023-03-25,0.8879373623455068,0.04393820378772472,0.6,8.920973403523893,2023-04-03
S010,T048,Math,10,0.7180626905613677,0.3745433386218656,0.5726037616248777,2023-01-11,0.8727043238995715,0.047556069264936,0.6,7.878429806228444,2023-01-19
S011,T002,Math,6,0.7737893368511106,0.37836759809899073,0.1903238767842207,2023-06-21,0.9714509593836,0.02860161913742326,0.6,16.847337583800822,2023-07-08
S011,T003,Chemistry,6,0.7737893368511106,0.37836759809899073,0.6849389814464466,2023-05-11,0.872527938451155,0.051459754787743395,0.6,7.276851998999711,2023-05-19
S011,T008,Math,6,0.7737893368511106,0.37836759809899073,0.5248738669320687,2023-03-29,0.9045409613540305,0.04406250778504162,0.6,9.316263540447817,2023-04-08
S011,T010,Math,6,0.7737893368511106,0.37836759809899073,0.3628169331174045,2023-03-17,0.9369523481169634,0.03657321087256613,0.6,12.18659120424862,2023-03-30
S011,T014,Math,6,0.7737893368511106,0.37836759809899073,0.8945256436960216,2023-03-07,0.8306106060012399,0.06114558991700059,0.6,5.318968145119505,2023-03-13
S011,T023,Math,6,0.7737893368511106,0.37836759809899073,0.5861978284086942,2023-06-18,0.8922761690587054,0.046896532498065635,0.6,8.462161590093345,2023-06-27
S011,T035,Physics,6,0.7737893368511106,0.37836759809899073,0.6578442987810492,2023-05-11,0.8779468749842344,0.05020760149535461,0.6,7.581649359846583,2023-05-19
S011,T040,Chemistry,6,0.7737893368511106,0.37836759809899073,0.6935356902919043,2023-01-26,0.8708085966820633,0.05185704297219941,0.6,7.183065691985314,2023-02-03
S012,T002,Math,12,0.4768976522472434,0.1633241600382669,0.1903238767842207,2023-03-14,0.8526942855420532,0.03461784966669802,0.6,10.152896043201086,2023-03-25
S012,T011,Math,12,0.4768976522472434,0.1633241600382669,0.6602993029112626,2023-05-11,0.7586992003166448,0.06090588014280409,0.6,3.853088282432243,2023-05-15
S012,T015,Physics,12,0.4768976522472434,0.1633241600382669,0.5656771678625977,2023-03-16,0.7776236273263778,0.05561320007573791,0.6,4.662795560253774,2023-03-21
S012,T016,Math,12,0.4768976522472434,0.1633241600382669,0.5891379171723502,2023-01-01,0.7729314774644274,0.05692547484280275,0.6,4.448987824965747,2023-01-06
S012,T025,Math,12,0.4768976522472434,0.1633241600382669,0.7489946679324371,2023-01-06,0.7409601273124099,0.06586704689567109,0.6,3.203683317872318,2023-01-10
S012,T027,Math,12,0.4768976522472434,0.1633241600382669,0.6649714399652533,2023-05-12,0.7577647729058467,0.06116721568171937,0.6,3.816478381133652,2023-05-16
S012,T034,Physics,12,0.4768976522472434,0.1633241600382669,0.6591772338546266,2023-03-27,0.758923614127972,0.060843117317521456,0.6,3.86192370356504,2023-03-31
S012,T036,Math,12,0.4768976522472434,0.1633241600382669,0.6259457357623512,2023-02-19,0.7655699137464271,0.05898431665252616,0.6,4.131452229439456,2023-02-24
S013,T002,Math,11,0.7445064193866482,0.818251848601692,0.1903238767842207,2023-01-25,0.9597377923978151,0.02548084628048197,0.6,18.434649063403047,2023-02-13
S013,T013,Chemistry,11,0.7445064193866482,0.818251848601692,0.40772158707475514,2023-06-14,0.9162582503397082,0.034431435483058964,0.6,12.295990465341202,2023-06-27
S013,T029,Physics,11,0.7445064193866482,0.818251848601692,0.8940176758141973,2023-04-30,0.8189990325918198,0.05445297349884452,0.6,5.714164487936711,2023-05-06
S013,T030,Physics,11,0.7445064193866482,0.818251848601692,0.3936578292566362,2023-03-03,0.919071001903332,0.033852409518589116,0.6,12.596849978465478,2023-03-16
S013,T031,Math,11,0.7445064193866482,0.818251848601692,0.604474383743026,2023-01-27,0.876907691006054,0.04253204268394597,0.6,8.922028011371376,2023-02-05
S013,T034,Physics,11,0.7445064193866482,0.818251848601692,0.6591772338546266,2023-03-01,0.865967120983734,0.04478424091963455,0.6,8.193000005347661,2023-03-10
S013,T038,Chemistry,11,0.7445064193866482,0.818251848601692,0.6016361742725164,2023-04-15,0.877475332900156,0.042415189350912035,0.6,8.961864720886746,2023-04-24
S013,T042,Math,11,0.7445064193866482,0.818251848601692,0.3290305932753414,2023-01-17,0.931996449099591,0.031191609458673494,0.6,14.119160797608178,2023-02-01
S014,T004,Math,8,0.6619171390404748,0.7845018202433167,0.6123679256616388,2023-02-17,0.842293270483862,0.04500481399624499,0.6,7.536940395947514,2023-02-25
S014,T009,Math,8,0.6619171390404748,0.7845018202433167,0.749472907012753,2023-01-18,0.8148722742136392,0.0509325216562284,0.6,6.009946435655135,2023-01-25
S014,T013,Chemistry,8,0.6619171390404748,0.7845018202433167,0.40772158707475514,2023-04-10,0.8832225382012387,0.03615696866725272,0.6,10.693582814865886,2023-04-21
S014,T014,Math,8,0.6619171390404748,0.7845018202433167,0.8945256436960216,2023-05-27,0.7858617268769855,0.05720384899871944,0.6,4.717360919883677,2023-06-01
S014,T029,Physics,8,0.6619171390404748,0.7845018202433167,0.8940176758141973,2023-04-11,0.7859633204533504,0.057181887104450956,0.6,4.721433371744468,2023-04-16
S014,T031,Math,8,0.6619171390404748,0.7845018202433167,0.604474383743026,2023-05-17,0.8438719788675846,0.04466353822030848,0.6,7.636455992046653,2023-05-25
S014,T042,Math,8,0.6619171390404748,0.7845018202433167,0.3290305932753414,2023-05-08,0.8989607369611216,0.03275477859275839,0.6,12.34353341852717,2023-05-21
S014,T046,Chemistry,8,0.6619171390404748,0.7845018202433167,0.7676272263960915,2023-02-02,0.8112414103369715,0.05171742018442128,0.6,5.832387297897154,2023-02-08
S015,T001,Chemistry,7,0.7233090239991735,0.7580048547215497,0.5341543342568963,2023-02-26,0.8824927427482901,0.04079262414149936,0.6,9.458104698155505,2023-03-08
S015,T013,Chemistry,7,0.7233090239991735,0.7580048547215497,0.40772158707475514,2023-02-14,0.9077792921847183,0.0354354147116547,0.6,11.685248413967143,2023-02-26
S015,T016,Math,7,0.7233090239991735,0.7580048547215497,0.5891379171723502,2023-04-01,0.8714960261651994,0.04312238898048502,0.6,8.656330476911124,2023-04-10
S015,T030,Physics,7,0.7233090239991735,0.7580048547215497,0.3936578292566362,2023-02-10,0.9105920437483421,0.03483950504678173,0.6,11.973916670555994,2023-02-22
S015,T032,Math,7,0.7233090239991735,0.7580048547215497,0.4142303469965156,2023-04-02,0.9064775402003663,0.03571120394194974,0.6,11.554821813072023,2023-04-14
S015,T034,Physics,7,0.7233090239991735,0.7580048547215497,0.6591772338546266,2023-06-12,0.8574881628287441,0.046090095497607717,0.6,7.747385107194117,2023-06-20
S015,T035,Physics,7,0.7233090239991735,0.7580048547215497,0.6578442987810492,2023-04-08,0.8577547498434596,0.04603361636142909,0.6,7.763643013893823,2023-04-16
S015,T037,Chemistry,7,0.7233090239991735,0.7580048547215497,0.8104680284305565,2023-06-05,0.827230003913558,0.05250059032125692,0.6,6.117133494513139,2023-06-12
S015,T042,Math,7,0.7233090239991735,0.7580048547215497,0.3290305932753414,2023-04-14,0.9235174909446011,0.03210111925876262,0.6,13.434425155397898,2023-04-28
S015,T048,Math,7,0.7233090239991735,0.7580048547215497,0.5726037616248777,2023-04-21,0.8748028572746939,0.04242180360219032,0.6,8.888563610365154,2023-04-30
S016,T007,Math,7,0.8845189473980921,0.7045857384701317,0.9259074468605311,2023-02-15,0.8686260895871306,0.05393027549642085,0.6,6.860397010647813,2023-02-22
S016,T015,Physics,7,0.8845189473980921,0.7045857384701317,0.5656771678625977,2023-04-25,0.9406721453867173,0.03958725506185299,0.6,11.358832839100476,2023-05-07
S016,T018,Math,7,0.8845189473980921,0.7045857384701317,0.6392227398350688,2023-06-04,0.9259630309922231,0.04251556426619721,0.6,10.205783759137995,2023-06-15
S016,T024,Math,7,0.8845189473980921,0.7045857384701317,0.7391177912813702,2023-03-22,0.9059840207029628,0.04649301104882797,0.6,8.863526026423846,2023-03-31
S016,T025,Math,7,0.8845189473980921,0.7045857384701317,0.7489946679324371,2023-01-02,0.9040086453727494,0.04688627128233757,0.6,8.74262886309211,2023-01-11
S016,T034,Physics,7,0.8845189473980921,0.7045857384701317,0.6591772338546266,2023-05-16,0.9219721321883115,0.04331007747669171,0.6,9.918831078576464,2023-05-26
S016,T036,Math,7,0.8845189473980921,0.7045857384701317,0.6259457357623512,2023-02-16,0.9286184318067666,0.041986923694242624,0.6,10.402483220267307,2023-02-27
S016,T039,Math,7,0.8845189473980921,0.7045857384701317,0.5060518056476833,2023-06-29,0.9525972178297002,0.03721319647064852,0.6,12.422004997713051,2023-07-12
S016,T041,Math,7,0.8845189473980921,0.7045857384701317,0.7641046880064353,2023-03-27,0.9009866413579498,0.047487895685735734,0.6,8.56135589816491,2023-04-05
S016,T044,Math,7,0.8845189473980921,0.7045857384701317,0.6762110936159618,2023-03-30,0.9185653602360445,0.04398830197052388,0.6,9.681742362977582,2023-04-09
S016,T047,Math,7,0.8845189473980921,0.7045857384701317,0.5229899943341453,2023-01-20,0.9492095800924077,0.037887611700623915,0.6,12.106858720101904,2023-02-02
